Date,Open,High,Low,Close,Adj Close,Volume
1983-09-05,0.172991,0.177455,0.136161,0.136719,0.105518,1086288000
1983-09-12,0.136719,0.146205,0.130022,0.131138,0.101211,1036604800
1983-09-19,0.131138,0.149554,0.099330,0.108259,0.083553,3511222400
1983-09-26,0.108817,0.115513,0.098772,0.103237,0.079677,1960022400
1983-10-03,0.103237,0.106027,0.089844,0.090960,0.070202,992454400
1983-10-10,0.089844,0.107143,0.082031,0.101563,0.078385,1942281600
1983-10-17,0.101563,0.101563,0.084263,0.088728,0.068479,1178172800
1983-10-24,0.088728,0.097656,0.079799,0.093192,0.071925,735795200
1983-10-31,0.094308,0.107701,0.093750,0.094308,0.072786,1136777600
1983-11-07,0.094308,0.096540,0.077009,0.089286,0.068910,2065212800
1983-11-14,0.089286,0.093192,0.084821,0.092076,0.071063,499475200
1983-11-21,0.092076,0.097098,0.089286,0.091518,0.070633,361849600
1983-11-28,0.091518,0.095982,0.088170,0.088728,0.068479,394060800
1983-12-05,0.088728,0.098772,0.088170,0.096540,0.074509,406694400
1983-12-12,0.096540,0.111607,0.093750,0.110491,0.085276,966044800
1983-12-19,0.110491,0.111607,0.102679,0.109933,0.084845,702240000
1983-12-26,0.109933,0.112723,0.108259,0.108817,0.083984,419596800
1984-01-02,0.108817,0.129464,0.108817,0.123884,0.095612,917011200
1984-01-09,0.123884,0.127232,0.113281,0.121652,0.093890,795961600
1984-01-16,0.121652,0.131696,0.121094,0.127790,0.098627,798224000
1984-01-23,0.127790,0.130022,0.114397,0.116629,0.090013,1225056000
1984-01-30,0.116629,0.118862,0.103237,0.109375,0.084415,1066083200
1984-02-06,0.109375,0.111607,0.099888,0.108817,0.083984,910268800
1984-02-13,0.108817,0.119420,0.106585,0.111607,0.086137,755507200
1984-02-20,0.111607,0.123326,0.111049,0.121094,0.093459,576531200
1984-02-27,0.121094,0.125000,0.112165,0.121652,0.093890,749145600
1984-03-05,0.121652,0.122210,0.112165,0.117746,0.090875,465001600
1984-03-12,0.118304,0.123884,0.117746,0.118862,0.091737,517507200
1984-03-19,0.118304,0.119420,0.111607,0.113839,0.087860,343100800
1984-03-26,0.113839,0.116629,0.109375,0.110491,0.085276,316668800
1984-04-02,0.110491,0.112723,0.102679,0.104911,0.080969,374841600
1984-04-09,0.104911,0.117746,0.104911,0.114955,0.088721,363753600
1984-04-16,0.114955,0.126674,0.112165,0.126116,0.097335,724147200
1984-04-23,0.126116,0.137277,0.122210,0.134487,0.103796,1460816000
1984-04-30,0.134487,0.149554,0.133371,0.134487,0.103796,1604848000
1984-05-07,0.134487,0.153460,0.133371,0.143973,0.111117,1256438400
1984-05-14,0.143415,0.143415,0.128348,0.132813,0.102504,887129600
1984-05-21,0.132813,0.143973,0.128906,0.131696,0.101642,1218694400
1984-05-28,0.131696,0.135603,0.125000,0.135603,0.104657,884016000
1984-06-04,0.135603,0.137277,0.123884,0.127790,0.098627,849699200
1984-06-11,0.127790,0.133371,0.126116,0.129464,0.099919,507830400
1984-06-18,0.129464,0.136719,0.126674,0.127790,0.098627,621577600
1984-06-25,0.127790,0.128906,0.108259,0.118304,0.091306,953724800
1984-07-02,0.118304,0.118862,0.108259,0.112165,0.086568,527564800
1984-07-09,0.112165,0.121652,0.110491,0.117746,0.090875,788704000
1984-07-16,0.117746,0.117746,0.111607,0.113281,0.087429,502947200
1984-07-23,0.113281,0.123326,0.109375,0.121094,0.093459,691017600
1984-07-30,0.121094,0.122768,0.107143,0.122210,0.094320,1532137600
1984-08-06,0.122210,0.137835,0.121652,0.127232,0.098196,1908681600
1984-08-13,0.127232,0.135045,0.121094,0.122768,0.094751,893155200
1984-08-20,0.122768,0.130580,0.118862,0.125558,0.096904,692720000
1984-08-27,0.125558,0.126674,0.116629,0.118304,0.091306,409763200
1984-09-03,0.118304,0.119978,0.116071,0.118304,0.091306,437830400
1984-09-10,0.118304,0.127232,0.115513,0.124442,0.096043,804339200
1984-09-17,0.127790,0.129464,0.118304,0.119978,0.092598,562352000
1984-09-24,0.119978,0.121652,0.109933,0.112165,0.086568,696102400
1984-10-01,0.111607,0.114397,0.109375,0.111049,0.085707,559507200
1984-10-08,0.111049,0.111607,0.100446,0.101563,0.078385,985644800
1984-10-15,0.107143,0.122210,0.106585,0.114397,0.088290,1091216000
1984-10-22,0.114397,0.118304,0.109375,0.109933,0.084845,741216000
1984-10-29,0.110491,0.112723,0.110491,0.111049,0.085707,260198400
1984-11-05,0.111049,0.117746,0.102679,0.103795,0.080108,944496000
1984-11-12,0.107701,0.109933,0.103237,0.103795,0.080108,616627200
1984-11-19,0.103795,0.107701,0.097656,0.106027,0.081831,812044800
1984-11-26,0.107143,0.118304,0.107143,0.110491,0.085276,922163200
1984-12-03,0.110491,0.126674,0.108817,0.121652,0.093890,1293084800
1984-12-10,0.121652,0.121652,0.113839,0.117746,0.090875,508323200
1984-12-17,0.120536,0.128348,0.119420,0.120536,0.093029,1047043200
1984-12-24,0.122768,0.128906,0.122768,0.128348,0.099058,398809600
1984-12-31,0.130022,0.130580,0.124442,0.126674,0.097766,686940800
1985-01-07,0.126674,0.135045,0.125000,0.132813,0.102504,960870400
1985-01-14,0.136719,0.138951,0.125000,0.127790,0.098627,1625478400
1985-01-21,0.130580,0.135045,0.126674,0.132254,0.102072,1896294400
1985-01-28,0.135045,0.136719,0.126674,0.127790,0.098627,1542329600
1985-02-04,0.130580,0.135603,0.130580,0.133371,0.102934,980000000
1985-02-11,0.136161,0.137277,0.122210,0.125000,0.096474,1700944000
1985-02-18,0.124442,0.124442,0.117746,0.123326,0.095182,904556800
1985-02-25,0.123326,0.123884,0.107143,0.111049,0.085707,1257580800
1985-03-04,0.112723,0.116071,0.092634,0.095982,0.074078,1685017600
1985-03-11,0.099330,0.103795,0.096540,0.101004,0.077954,1179584000
1985-03-18,0.102121,0.103237,0.098214,0.099330,0.076662,944025600
1985-03-25,0.099330,0.101563,0.096540,0.098772,0.076231,559529600
1985-04-01,0.098772,0.101004,0.092076,0.093192,0.071925,746009600
1985-04-08,0.093192,0.098214,0.087612,0.093192,0.071925,908745600
1985-04-15,0.095424,0.102679,0.095424,0.100446,0.077523,549180800
1985-04-22,0.100446,0.101004,0.096540,0.097656,0.075370,507158400
1985-04-29,0.097656,0.098214,0.085938,0.089286,0.068910,702172800
1985-05-06,0.089286,0.091518,0.088170,0.090402,0.069771,571289600
1985-05-13,0.090402,0.098772,0.088170,0.097098,0.074939,781804800
1985-05-20,0.097098,0.099330,0.080915,0.080915,0.062449,1298931200
1985-05-27,0.079799,0.080357,0.075335,0.077567,0.059865,1441865600
1985-06-03,0.075893,0.079241,0.071429,0.073103,0.056420,2010780800
1985-06-10,0.073103,0.073661,0.065848,0.065848,0.050821,1810032000
1985-06-17,0.066406,0.073661,0.066406,0.071987,0.055559,1030489600
1985-06-24,0.077009,0.082589,0.077009,0.080357,0.062019,960086400
1985-07-01,0.080915,0.081473,0.077009,0.078683,0.060727,286249600
1985-07-08,0.078683,0.080915,0.078683,0.079799,0.061588,458102400
1985-07-15,0.079799,0.081473,0.077009,0.077567,0.059865,633203200
1985-07-22,0.077567,0.077567,0.072545,0.074219,0.057281,975318400
1985-07-29,0.074219,0.074219,0.070313,0.070313,0.054267,396704000
1985-08-05,0.070313,0.071429,0.066406,0.068080,0.052543,515872000
1985-08-12,0.068080,0.069196,0.064732,0.065290,0.050390,576217600
1985-08-19,0.066964,0.068080,0.065848,0.065848,0.050821,359161600
1985-08-26,0.067522,0.068638,0.066406,0.066964,0.051682,218512000
1985-09-02,0.066964,0.067522,0.065848,0.066964,0.051682,210627200
1985-09-09,0.068080,0.071987,0.068080,0.070313,0.054267,522883200
1985-09-16,0.070313,0.076451,0.068080,0.074777,0.057712,662368000
1985-09-23,0.075335,0.077009,0.070871,0.070871,0.054698,364672000
1985-09-30,0.070871,0.071429,0.066964,0.066964,0.051682,264947200
1985-10-07,0.066964,0.072545,0.066964,0.071429,0.055128,641760000
1985-10-14,0.074219,0.085379,0.074219,0.079241,0.061157,1316134400
1985-10-21,0.079241,0.084263,0.077009,0.080357,0.062019,1027712000
1985-10-28,0.080357,0.085938,0.079799,0.083147,0.064172,664563200
1985-11-04,0.083705,0.092634,0.083147,0.091518,0.070633,1074976000
1985-11-11,0.091518,0.092634,0.086496,0.088728,0.068479,675068800
1985-11-18,0.088728,0.089286,0.084263,0.084821,0.065464,489664000
1985-11-25,0.084821,0.089844,0.084821,0.089844,0.069341,552406400
1985-12-02,0.089844,0.092634,0.087612,0.088170,0.068049,610982400
1985-12-09,0.088170,0.090402,0.085938,0.089286,0.068910,954800000
1985-12-16,0.089286,0.102121,0.089286,0.099888,0.077093,1433936000
1985-12-23,0.099888,0.101004,0.096540,0.099888,0.077093,376566400
1985-12-30,0.099888,0.101004,0.097098,0.099888,0.077093,554512000
1986-01-06,0.099888,0.104911,0.097656,0.101563,0.078385,1863657600
1986-01-13,0.101563,0.110491,0.100446,0.107143,0.082692,1791753600
1986-01-20,0.107143,0.107701,0.099888,0.101004,0.077954,690771200
1986-01-27,0.101004,0.108817,0.098214,0.103237,0.079677,1586032000
1986-02-03,0.103237,0.108817,0.102121,0.107143,0.082692,1070988800
1986-02-10,0.107143,0.109375,0.104911,0.106027,0.081831,645254400
1986-02-17,0.106027,0.114955,0.103795,0.112723,0.086999,834780800
1986-02-24,0.112723,0.119420,0.111049,0.111607,0.086137,869836800
1986-03-03,0.111607,0.114955,0.108259,0.110491,0.085276,572476800
1986-03-10,0.110491,0.117188,0.108817,0.116629,0.090013,765049600
1986-03-17,0.116071,0.132254,0.113281,0.123326,0.095182,1722470400
1986-03-24,0.123326,0.129464,0.117746,0.126116,0.097335,1016534400
1986-03-31,0.126116,0.127232,0.117188,0.119420,0.092167,1072848000
1986-04-07,0.119420,0.123884,0.117188,0.120536,0.093029,634323200
1986-04-14,0.120536,0.133371,0.119420,0.132813,0.102504,944966400
1986-04-21,0.133371,0.145647,0.131138,0.143973,0.111117,1582336000
1986-04-28,0.143973,0.146205,0.119978,0.136161,0.105088,767536000
1986-05-05,0.136161,0.150112,0.136161,0.148996,0.114994,1022537600
1986-05-12,0.148996,0.166853,0.148438,0.160714,0.124038,1896966400
1986-05-19,0.160714,0.167411,0.152902,0.165179,0.127484,1162380800
1986-05-26,0.165179,0.167411,0.162388,0.165179,0.127484,520643200
1986-06-02,0.165179,0.174665,0.164063,0.168527,0.130067,1151046400
1986-06-09,0.168527,0.169085,0.156808,0.162388,0.125329,952873600
1986-06-16,0.162388,0.164621,0.145089,0.160714,0.124038,1331254400
1986-06-23,0.160714,0.164063,0.153460,0.160156,0.123607,557424000
1986-06-30,0.160156,0.168527,0.155134,0.167969,0.129637,484489600
1986-07-07,0.167969,0.168527,0.151786,0.165737,0.127914,1253190400
1986-07-14,0.165737,0.166853,0.139509,0.141741,0.109394,1635200000
1986-07-21,0.147321,0.154576,0.146205,0.151786,0.117147,1009680000
1986-07-28,0.151228,0.151786,0.133929,0.140067,0.108102,1529920000
1986-08-04,0.140067,0.145647,0.136719,0.141183,0.108964,716800000
1986-08-11,0.142299,0.165179,0.141741,0.159598,0.123176,1250211200
1986-08-18,0.159598,0.163504,0.154576,0.161830,0.124899,766819200
1986-08-25,0.162946,0.169643,0.161830,0.165179,0.127484,759606400
1986-09-01,0.165737,0.165737,0.152344,0.156808,0.121023,647740800
1986-09-08,0.156250,0.160714,0.141741,0.141741,0.109394,715478400
1986-09-15,0.143973,0.156808,0.142857,0.150112,0.115855,812627200
1986-09-22,0.149554,0.162388,0.149554,0.152902,0.118008,1012614400
1986-09-29,0.150112,0.155134,0.141183,0.150670,0.116286,761891200
1986-10-06,0.150670,0.152902,0.143973,0.148438,0.114563,470556800
1986-10-13,0.147879,0.157366,0.146205,0.150112,0.115855,792064000
1986-10-20,0.149554,0.150112,0.143973,0.147321,0.113701,555654400
1986-10-27,0.149554,0.155692,0.147321,0.154576,0.119300,793609600
1986-11-03,0.155134,0.165737,0.151228,0.159598,0.123176,1497865600
1986-11-10,0.160156,0.163504,0.155692,0.157366,0.121454,559686400
1986-11-17,0.157366,0.165179,0.154018,0.160714,0.124038,1196540800
1986-11-24,0.161830,0.184152,0.160714,0.178571,0.137819,1952070400
1986-12-01,0.178571,0.195313,0.174665,0.195313,0.150741,1583680000
1986-12-08,0.194754,0.195871,0.183594,0.184152,0.142127,1300118400
1986-12-15,0.183036,0.189732,0.180246,0.188058,0.145141,886256000
1986-12-22,0.187500,0.189732,0.183036,0.183036,0.141265,594160000
1986-12-29,0.183036,0.185268,0.179129,0.182478,0.140835,519232000
1987-01-05,0.184152,0.204241,0.183036,0.202567,0.156339,1529920000
1987-01-12,0.203125,0.229353,0.198661,0.217634,0.167968,1902924800
1987-01-19,0.217634,0.248884,0.213728,0.224330,0.173136,2602880000
1987-01-26,0.223214,0.255580,0.220982,0.247768,0.191225,2112320000
1987-02-02,0.247768,0.250558,0.236049,0.241071,0.186056,1276777600
1987-02-09,0.236049,0.279018,0.230469,0.277344,0.214051,1887312000
1987-02-16,0.277344,0.300781,0.270647,0.273438,0.211037,1384566400
1987-02-23,0.271763,0.318638,0.266183,0.312500,0.241184,2067520000
1987-03-02,0.313616,0.314732,0.289063,0.300223,0.231709,1795897600
1987-03-09,0.296875,0.303571,0.283482,0.283482,0.218789,1218000000
1987-03-16,0.283482,0.311384,0.279018,0.304688,0.235155,1346889600
1987-03-23,0.303571,0.305804,0.289063,0.290179,0.223957,1065411200
1987-03-30,0.283482,0.320871,0.277902,0.320313,0.247214,2068102400
1987-04-06,0.319196,0.324777,0.301339,0.313616,0.242046,1234800000
1987-04-13,0.312500,0.327009,0.296875,0.319196,0.246352,1246537600
1987-04-20,0.319196,0.344866,0.310268,0.333705,0.257550,1544681600
1987-04-27,0.331473,0.357143,0.327009,0.357143,0.275639,1384880000
1987-05-04,0.354911,0.367188,0.348214,0.352679,0.272194,1025068800
1987-05-11,0.343750,0.354911,0.334821,0.349330,0.269609,1062924800
1987-05-18,0.349330,0.350446,0.323661,0.330915,0.255786,1041465600
1987-05-25,0.332589,0.359375,0.330357,0.352679,0.272609,576777600
1987-06-01,0.354911,0.354911,0.343750,0.347098,0.268295,676636800
1987-06-08,0.347098,0.358259,0.342634,0.352679,0.272609,702262400
1987-06-15,0.352679,0.379464,0.339286,0.366071,0.282960,1255520000
1987-06-22,0.368304,0.386161,0.357143,0.361607,0.279510,617332800
1987-06-29,0.361607,0.366071,0.354911,0.362723,0.280372,422172800
1987-07-06,0.363839,0.372768,0.325893,0.339286,0.262256,1027409600
1987-07-13,0.348214,0.399554,0.345982,0.386161,0.298489,970782400
1987-07-20,0.383929,0.388393,0.361607,0.379464,0.293312,488577600
1987-07-27,0.379464,0.383929,0.361607,0.368304,0.284686,407097600
1987-08-03,0.366071,0.421875,0.357143,0.415179,0.320919,718558400
1987-08-10,0.430804,0.448661,0.408482,0.437500,0.338172,811171200
1987-08-17,0.441964,0.479911,0.430804,0.473214,0.366251,765755200
1987-08-24,0.473214,0.477679,0.459821,0.464286,0.359341,673736000
1987-08-31,0.466518,0.493304,0.446429,0.450893,0.348975,811798400
1987-09-07,0.448661,0.495536,0.433036,0.486607,0.376616,598080000
1987-09-14,0.488839,0.493304,0.455357,0.462054,0.357613,492508800
1987-09-21,0.462054,0.517857,0.448661,0.513393,0.397348,825899200
1987-09-28,0.513393,0.524554,0.484375,0.522321,0.404258,710259200
1987-10-05,0.522321,0.533482,0.475446,0.483259,0.374025,870240000
1987-10-12,0.484375,0.488839,0.424107,0.430804,0.333427,1388800000
1987-10-19,0.430804,0.430804,0.291295,0.316964,0.245319,2162720000
1987-10-26,0.308036,0.383929,0.246652,0.344866,0.266914,1940960000
1987-11-02,0.345982,0.352679,0.305804,0.337054,0.260868,1178240000
1987-11-09,0.330357,0.357143,0.321429,0.332589,0.257412,1029280000
1987-11-16,0.337054,0.343750,0.296875,0.316964,0.245319,1152480000
1987-11-23,0.316964,0.337054,0.310268,0.312500,0.242391,457598400
1987-11-30,0.301339,0.308036,0.265625,0.274554,0.212958,1303680000
1987-12-07,0.276786,0.323661,0.276786,0.303571,0.235465,1036000000
1987-12-14,0.308036,0.368304,0.305804,0.361607,0.280481,1599360000
1987-12-21,0.361607,0.383929,0.359375,0.380580,0.295198,558264000
1987-12-28,0.377232,0.390625,0.352679,0.375000,0.290869,621600000
1988-01-04,0.381696,0.412946,0.352679,0.357143,0.277019,1607200000
1988-01-11,0.357143,0.401786,0.354911,0.382813,0.296930,1492960000
1988-01-18,0.383929,0.386161,0.341518,0.350446,0.271824,2020480000
1988-01-25,0.352679,0.372768,0.345982,0.370536,0.287407,1100960000
1988-02-01,0.372768,0.379464,0.343750,0.344866,0.267496,948640000
1988-02-08,0.343750,0.370536,0.337054,0.366071,0.283944,834400000
1988-02-15,0.366071,0.381696,0.357143,0.372768,0.289709,645164800
1988-02-22,0.370536,0.390625,0.368304,0.372768,0.289709,828262400
1988-02-29,0.372768,0.419643,0.370536,0.418527,0.325272,1258880000
1988-03-07,0.417411,0.426339,0.397321,0.408482,0.317465,820960000
1988-03-14,0.408482,0.415179,0.395089,0.399554,0.310526,931403200
1988-03-21,0.396205,0.398438,0.357143,0.358259,0.278432,1007339200
1988-03-28,0.357143,0.375000,0.345982,0.357143,0.277565,975520000
1988-04-04,0.354911,0.378348,0.343750,0.366071,0.284504,885920000
1988-04-11,0.372768,0.377232,0.343750,0.352679,0.274096,887040000
